property_name,property_type,society,sector,price,pricepersqft,area,areaWithType,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,nearbyLocations,description,rating,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,Water Purifier,Chimney,Fridge,Washing Machine,Geyser,Dining Table,AC,Modular Kitchen,Fan,Light,Sofa,Bed,Microwave,Exhaust Fan,TV,Wardrobe,Stove,Curtains,furnish_type,luxury_score,area_room_ratio,latitude,longitude
2 Bedroom House for sale in Tellapur,house,full ownership,tellapur,2.0,11111.111111111111,1800.0,Plot area 200(167.23 sq.m.),2.0,2.0,2,"Tellapur, Hyderabad, Hyderabad",2.0,,Relatively New,17.0,"I have a house/villa available for sale in tellapur, hyderabad. Available at price of rs 2 crores. It has plot area of 200 sq yards. It has 2 bhk, 2 bathroom, 2 balcony.It is a freehold property","['Lifestyle4.1 out of 5', 'Safety4.1 out of 5', 'Environment4.1 out of 5', 'Connectivity4.1 out of 5']",,1800.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,17.4632,78.2865
4 Bedroom House for sale in Kanajiguda,house,independent,kanajiguda,1.65,12222.222222222224,1350.0,Plot area 1350(125.42 sq.m.),4.0,4.0,2,"Opp. Awho Kanajiguda, Kanajiguda, Secunderabad, Hyderabad",2.0,North,Under Construction,50.0,"Independent house (Prudential bank colony) 
150 sq.Yrds (Plot size: 23ft x 60ft); North face
G+1 floors; Constructed area 2330 sft.","['Lifestyle3.6 out of 5', 'Safety3.6 out of 5', 'Environment3.3 out of 5', 'Connectivity3.6 out of 5']",,1350.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.5,17.4863,78.4986
3 Bedroom House for sale in Kanajiguda,house,independent,kanajiguda,1.4,14014.014014014014,999.0,Plot area 999(92.81 sq.m.),3.0,3.0,2,"Kanajiguda, Secunderabad, Hyderabad",3.0,East,Under Construction,50.0,"Duplex house (Near kanajiguda petrolbunk)
111 sq.Yrds (Plot size: 20ft x 50ft); East face
G+2 floors; Constructed area 2180 sft.","['Lifestyle3.6 out of 5', 'Safety3.6 out of 5', 'Environment3.3 out of 5', 'Connectivity3.6 out of 5']",,999.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,17.4863,78.4986
3 Bedroom House for sale in Masab Tank,house,independent,masab tank,5.0,18518.51851851852,2700.0,Plot area 300(250.84 sq.m.),3.0,3.0,1,"Masab Tank, Hyderabad, Hyderabad",2.0,,Old Property,49.0,Interested to sell independent house/villa.It has spacious 3 bedrooms and 3 bathrooms. .Nice semifurnished enhancing decorplaced at masab tank.Want to sell it for rs 50000000.It is a 10  years old property construction,"['Lifestyle4.2 out of 5', 'Safety4.2 out of 5', 'Environment4 out of 5', 'Connectivity4.4 out of 5']",,2700.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,900.0,17.4033,78.4529
3 Bedroom House for sale in Alwal,house,independent,alwal,1.6,11851.851851851852,1350.0,Plot area 150(125.42 sq.m.),3.0,3.0,3,"Alwal, Secunderabad, Hyderabad",2.0,West,New Property,50.0,"Independent house at madhura nagar, alwal
150 sq yards, west facing.
Developed residential area with all facilities.","['Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Environment4.2 out of 5', 'Connectivity4.3 out of 5']",,1350.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,17.4967,78.5066
4 Bedroom House for sale in Nizampet,house,independent,nizampet,5.85,21666.666666666668,2700.0,Built Up area: 2700 (250.84 sq.m.),4.0,4.0,1,"Nizampet, Hyderabad, Hyderabad",1.0,,Relatively New,50.0,Villa is located in the peaceful community and having very good ventilation with all high specs,"['Lifestyle4.3 out of 5', 'Safety4.2 out of 5', 'Environment4 out of 5', 'Connectivity4.3 out of 5']",,2700.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,675.0,17.5197,78.3779
2 Bedroom House for sale in chandrayangutta,house,hafez babanagar,chandrayangutta,0.32,40000.0,80.0,Plot area 80(7.43 sq.m.),2.0,1.0,0,"chandrayangutta, Hyderabad, Hyderabad",1.0,,Relatively New,6.0,Has independent home in developed area,"['Lifestyle4 out of 5', 'Safety4.1 out of 5', 'Environment3.9 out of 5', 'Connectivity4.3 out of 5']",,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,17.3051,78.4743
9 Bedroom House for sale in Saheb Nagar,house,independent,saheb nagar,1.25,3579.610538373425,3492.0,Built Up area: 3492 (324.42 sq.m.)Carpet area: 3346 sq.ft. (310.85 sq.m.),9.0,9.0,3+,"Saheb Nagar, Vanasthalipuram, Nh 9, Saheb Nagar, Hyderabad, Hyderabad",2.0,North,Undefined,,"9bhk residential house for resale in saheb nagar, vanasthalipuram, nh 9 saheb nagar, vanasthalipuram, nh 9","['Lifestyle3.8 out of 5', 'Safety3.8 out of 5', 'Environment3.7 out of 5', 'Connectivity3.6 out of 5']",,3492.0,3346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,388.0,17.3206,78.581
4 Bedroom House for sale in Beeramguda,house,independent,beeramguda,1.5,10737.29420186113,1397.0,Plot area 150(125.42 sq.m.),4.0,4.0,1,"Beeramguda, Hyderabad, Hyderabad",2.0,West,New Property,50.0,"This is an independent house for sale in durganagar colony beeramguda, full vastu, all amenities are near to the house.
House for sale in beeramguda, hyderabad150 sq.Yards
G+1 house,4 bhk
1.50 cr(Slightly negotiable)135 sq.Yards
G+1 house,4 bhk
1.30 cr(Slightly negotiable)135 sq.Yards
Ground floor,2 bhk
1.08 cr(Slightly negotiable)
Builder, no brokerage 
Banks loan available Amenities:
Manjeera water & boar water
40ft cc roads
Near to exit 4 orr
International schools & hospitals
Semigated community 
100mtrs distance to100ft beeramguda guda main road","['Lifestyle4.1 out of 5', 'Safety4.1 out of 5', 'Environment4 out of 5', 'Connectivity4.1 out of 5']",,1350.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,349.25,17.5185,78.3038
4 Bedroom House for sale in Pedda Amberpet,house,rudra sri sai krishna enclave,pedda amberpet,1.95,6500.0,3000.0,Plot area 3000(278.71 sq.m.),4.0,4.0,3+,"Pedda Amberpet, Hyderabad, Hyderabad",2.0,,Relatively New,4.0,"Looking for buyer to purchase our house/villa available for sale in yapral, hyderabad. Available at price of rs 1.95 crores. It has plot area of 3000 sq ft. It has 4 bhk, 4 bathroom, 4 balcony.It is a freehold property","['Lifestyle3.6 out of 5', 'Safety3.6 out of 5', 'Environment4 out of 5', 'Connectivity3.9 out of 5']",,3000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,17.3221,78.6441
3 Bedroom House for sale in Balapur,house,"rci road, sri balaji township, balapur",balapur,0.9,8797.653958944282,1023.0,Plot area 120(100.34 sq.m.),3.0,3.0,1,"Balapur, Hyderabad, Hyderabad",1.0,West,Relatively New,3.0,"Moving abroadWell maintained house in the prime location of mallapur, balapur.Take a visit and let us know if you have any other queriesExact opposite to edify world school, sri balaji township, mallapur, balapur hyderabad","['Lifestyle4.1 out of 5', 'Safety4.1 out of 5', 'Environment4.1 out of 5', 'Connectivity4.3 out of 5']",,1080.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,341.0,17.3089,78.5062
3 Bedroom House for sale in Chengicherla,house,east side,chengicherla,0.92,52873.5632183908,174.0,Plot area 174(16.17 sq.m.),3.0,3.0,0,"Chengicherla, Secunderabad, Hyderabad",1.0,North,Relatively New,3.0,Interested to sell independent house/villa.Placed at chengicherla.Nice semifurnished enhancing decorit has spacious 3 bedrooms and 3 bathrooms. .Want to sell it for rs 9500000.It is a 1-5 years old property construction,"['Lifestyle3.8 out of 5', 'Safety3.8 out of 5', 'Environment4.3 out of 5', 'Connectivity4 out of 5']",,174.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,58.0,17.4432,78.5973
4 Bedroom House for sale in Yapral,house,independent,yapral,1.95,6500.0,3000.0,Built Up area: 3000 (278.71 sq.m.),4.0,4.0,3+,"Yapral, Yapral, Secunderabad, Hyderabad",2.0,West,Undefined,,4bhk residential house for resale in yapral yapral,"['Lifestyle4 out of 5', 'Safety3.9 out of 5', 'Environment3.9 out of 5', 'Connectivity3.9 out of 5']",,3000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,750.0,17.506,78.533
4 Bedroom House for sale in Vanasthalipuram,house,independent,vanasthalipuram,2.35,7998.638529611981,2938.0,Carpet area: 3000 (278.71 sq.m.),4.0,4.0,1,"Vanasthalipuram, Nh 9, Vanasthalipuram, Hyderabad, Hyderabad",1.0,North,Moderately Old,49.0,"4bhk residential house for resale in vanasthalipuram, nh 9 vanasthalipuram, nh 9","['Lifestyle4.4 out of 5', 'Safety4.3 out of 5', 'Environment4.3 out of 5', 'Connectivity4.3 out of 5']",,,3000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,734.5,17.3317,78.5754
2 Bedroom House for sale in RTC Colony,house,independent,lb nagar,0.65,3611.1111111111113,1800.0,Plot area 200(167.23 sq.m.),2.0,2.0,1,"RTC Colony, Hyderabad, Hyderabad",1.0,,Moderately Old,49.0,"We have a house/villa available for sale in rtc colony, moulaali rtc colony... Available at price of rs 65 lacs. It has plot area of 200 sqyards. It has 2 bhk, 2 bathroom, 1 balcony.It is a freehold property","['Lifestyle3.8 out of 5', 'Safety3.9 out of 5', 'Environment3.8 out of 5', 'Connectivity4 out of 5']",,1800.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,,
4 Bedroom House for sale in Hyderabad to Zaheerabad Highway,house,independent,hyderabad to zaheerabad highway,1.29,14333.333333333334,900.0,Plot area 900(83.61 sq.m.),4.0,4.0,0,"Hyderabad to Zaheerabad Highway, Hyderabad, Hyderabad",1.0,,Moderately Old,49.0,"We are proud owners of house/villa available for sale in hyderabad to zaheerabad highway, hyderabad. Available at price of rs 1.29 crores. It has plot area of 900 sq ft. It has 4 bhk, 4 bathroom, 0 balcony.It is a freehold property","['Lifestyle4 out of 5', 'Safety4 out of 5', 'Environment4 out of 5', 'Connectivity4 out of 5']",,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,,
2 Bedroom House for sale in Tolichowki,house,independent,tolichowki,0.57,72151.8987341772,79.0,Plot area 79(7.34 sq.m.),2.0,2.0,0,"Tolichowki, Hyderabad, Hyderabad",1.0,East,Moderately Old,49.0,"Looking for buyer to purchase our house/villa available for sale in tolichowki, hyderabad. Available at price of rs 57 lacs. It has plot area of 79 sq yards. It has 2 bhk, 2 bathroom, 0 balcony.It is a freehold property","['Lifestyle4.2 out of 5', 'Safety4.2 out of 5', 'Environment3.8 out of 5', 'Connectivity4.4 out of 5']",,79.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,17.399,78.4157
2 Bedroom House for sale in Nadargul,house,independent,nadargul,0.82,6074.074074074073,1350.0,Built Up area: 1350 (125.42 sq.m.),2.0,3.0,0,"Nadargul, Hyderabad, Hyderabad",1.0,,Undefined,5.0,"3 bath, unfurnished, ground floor (Of 1), at nadergul location hyderabad","['Lifestyle3.9 out of 5', 'Safety4.1 out of 5', 'Environment4.3 out of 5', 'Connectivity4.1 out of 5']",,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,17.2739,78.5487
3 Bedroom House for sale in Badangpet,house,independent,badangpet,3.2,3555.160537718032,9001.0,Plot area 9000(836.13 sq.m.),3.0,3.0,3,"Badangpet, Hyderabad, Hyderabad",2.0,,New Property,12.0,Interested to sell independent house/villa.Placed at badangpet.Nice unfurnished enhancing decorit has spacious 3 bedrooms and 3 bathrooms. .,"['Lifestyle4 out of 5', 'Safety4.3 out of 5', 'Environment4.2 out of 5', 'Connectivity4.2 out of 5']",,9000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.333333333333,17.3053,78.5253
5 Bedroom House for sale in Miyapur,house,candeur 40,miyapur,4.0,20020.02002002002,1998.0,Plot area 222(185.62 sq.m.),5.0,5.0,1,"Miyapur, Hyderabad, Hyderabad",4.0,,Relatively New,15.0,"I have a house/villa available for sale in miyapur, hyderabad. Available at price of rs 4 crores. It has plot area of 222 sq yards. It has 5 bhk, 5 bathroom, 1 balcony.It is a freehold property","['Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Environment4.1 out of 5', 'Connectivity4.3 out of 5']",,1998.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.6,17.5169,78.3428
5 Bedroom House for sale in Langer House,house,independent,langer house,3.3,5386.875612144956,6126.0,Plot area 6125(569.03 sq.m.),5.0,5.0,3+,"Langer House, Hyderabad, Hyderabad",4.0,,New Property,50.0,"We have a house/villa available for sale in langer house, hyderabad. Available at price of rs 3.3 crores. It has plot area of 6125 sq ft. It has 5 bhk, 5 bathroom, 4 balcony.It is a freehold property","['Lifestyle3.9 out of 5', 'Safety4 out of 5', 'Environment3.8 out of 5', 'Connectivity4.4 out of 5']",,6125.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.2,17.3782,78.4208
8 Bedroom House for sale in Hayathnagar,house,independent,hayathnagar,3.19,5251.028806584362,6075.0,Plot area 260(217.39 sq.m.)Built Up area: 675 sq.yards (564.39 sq.m.)Carpet area: 600 sq.yards (501.68 sq.m.),8.0,12.0,3+,"Hayathnagar, Hyderabad, Hyderabad",4.0,East,New Property,50.0,"This is a east phase with two side road front and back west with gates and recruited vasthu and interior designer for the whole house to design, and the house is located in a 0.5 km distance from word and deed school and outer ring road. House is designed with great features like, water softner system, hot water in the kitchen taps 360 degrees security camera survelliance, under sink water purifier electric car charger and cupboards with a lavish look. This house was built for my own but due to personal reasons selling it .","['Lifestyle4.1 out of 5', 'Safety4.2 out of 5', 'Environment4.2 out of 5', 'Connectivity4.3 out of 5']",,675.0,600.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,12.0,1.0,1.0,2.0,132.0,759.375,17.3271,78.6053
2 Bedroom House for sale in Badangpet,house,sri sai balaji township 1,badangpet,0.7,6647.673314339981,1053.0,Plot area 117(97.83 sq.m.),2.0,2.0,0,"Badangpet, Hyderabad, Hyderabad",1.0,,Moderately Old,,"Near to main almasguda main road, saanvi pg college, almasguda is land mark for this property","['Lifestyle4 out of 5', 'Safety4.3 out of 5', 'Environment4.2 out of 5', 'Connectivity4.2 out of 5']",,1053.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,7.0,526.5,17.3053,78.5253
4 Bedroom House for sale in Meerpet,house,independent,meerpet,1.2,60000.0,200.0,Plot area 200(18.58 sq.m.),4.0,4.0,0,"No Idea, Meerpet, Hyderabad, Hyderabad",1.0,North-East,Old Property,50.0,Well matainces all in neat condition bore well provided,"['Lifestyle4 out of 5', 'Safety4.1 out of 5', 'Environment4 out of 5', 'Connectivity4.2 out of 5']",,200.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.3228,78.528
2 Bedroom House for sale in Borabanda,house,independent,borabanda,1.6,9070.2947845805,1764.0,Plot area 196(163.88 sq.m.),2.0,4.0,3+,"Borabanda , Hyderabad, Hyderabad",2.0,,Old Property,48.0,"The mentioned house is located in the borabanda area of hyderabad (Telangana), about 12 mins drive from hitech city (5kms approx) . The house is constructed on an area of 110 sq yards, ground floor is occupied by us and the 1st floor has 2 portions which can be rented out (Yellow in colour as shown in the pics- G plus 1). The remaining space (86 sq yards approx) is semi constructed with 3 floors (Not completed, refer the picture attached). Reason for sale: We are relocating out of hyderabad, hence selling the place. Looking for serious enquiries/ buyers only (Would appreciate if you can respect our time). Thank you","['Lifestyle3.9 out of 5', 'Safety3.8 out of 5', 'Environment3.6 out of 5', 'Connectivity4.2 out of 5']",,1764.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,882.0,17.4535,78.413
3 Bedroom House for sale in Kowkur,house,independent,kowkur,1.1,5000.0,2200.0,Plot area 2200(204.39 sq.m.),3.0,4.0,2,"001, Kowkur, Secunderabad, Hyderabad",2.0,,New Property,10.0,"Quality iteem used ,clean and neet mentance","['Lifestyle3.6 out of 5', 'Safety3.5 out of 5', 'Environment3.8 out of 5', 'Connectivity3.8 out of 5']",,2200.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.3333333333334,17.5257,78.5362
1 Bedroom House for sale in Ram Nagar,house,independent,ram nagar,0.25,5555.555555555556,450.0,Plot area 450(41.81 sq.m.),1.0,1.0,0,"Ramnagar Bus Stop Sbi Bank Opp Lane Srt Park Backside Back Side, Ram Nagar, Hyderabad, Hyderabad",0.0,North-East,Moderately Old,50.0,I'm selling my independent rekulu house 50 sq yards unfurnished facing north east side fully drinking water facility no bore intrested buyers call me no time pass,"['Lifestyle4.1 out of 5', 'Safety4 out of 5', 'Environment4 out of 5', 'Connectivity4 out of 5']",,450.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,450.0,17.4126,78.5053
3 Bedroom House for sale in Banjara hills,house,independent,banjara hills,1.95,6761.442441054091,2884.0,Plot area 2884(267.93 sq.m.),3.0,2.0,2,"Banjara hills, Hyderabad, Hyderabad",2.0,North-East,Old Property,46.0,Proper well furnished independent house for sale with ground plus 2 floors and open terrace in the middle and needful locality,"['Lifestyle4.5 out of 5', 'Safety4.4 out of 5', 'Environment4.2 out of 5', 'Connectivity4.5 out of 5']",,2884.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,20.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,57.0,961.3333333333334,17.4169,78.4387
3 Bedroom House for sale in Bowenpally,house,independent,bowenpally,1.5,54545.454545454544,275.0,Plot area 275(25.55 sq.m.),3.0,3.0,3+,"Bowenpally, Secunderabad, Hyderabad",1.0,East,Old Property,50.0,This beautiful home is located close to shopping and dining.,"['Lifestyle4.1 out of 5', 'Safety4.1 out of 5', 'Environment3.9 out of 5', 'Connectivity4.3 out of 5']",,275.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,91.66666666666669,17.4686,78.4811
3 Bedroom House for sale in Balapur,house,independent,balapur,0.57,56999.99999999999,100.0,Plot area 100(9.29 sq.m.),3.0,2.0,1,"Balapur, Hyderabad, Hyderabad",,,New Property,,"Independent house with 2 bedrooms 1 living room and one meeting room for guest which can be converted to other bedroom. Balapur road, near royal convention hall and bala gardens lane, bilaal colony.","['Lifestyle4.1 out of 5', 'Safety4.1 out of 5', 'Environment4.1 out of 5', 'Connectivity4.3 out of 5']",,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,33.333333333333336,17.3089,78.5062
3 Bedroom House for sale in Saroor nagar,house,independent,saroor nagar,4.0,14814.814814814816,2700.0,Plot area 300(250.84 sq.m.),3.0,3.0,2,"H.No. 11-43, Pl.No.55, Telephone Clny, Rd.No.2, R.K.Puram, Saroornagar, Saroor nagar, Hyderabad, Hyderabad",1.0,East,Old Property,49.0,Interested to sell independent house/villa.Placed at saroor nagar.Nice unfurnished enhancing decorit has spacious 3 bedrooms and 3 bathrooms. .Want to sell it for rs 40000000.It is a 10  years old property construction,"['Lifestyle4.1 out of 5', 'Safety4 out of 5', 'Environment3.9 out of 5', 'Connectivity4.2 out of 5']",,2700.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,900.0,17.3529,78.5357
4 Bedroom House for sale in Nadargul,house,independent,nadargul,1.45,5370.37037037037,2700.0,Plot area 2700(250.84 sq.m.),4.0,6.0,2,"Plot No 67, Nadargul, Hyderabad, Hyderabad",3.0,West,New Property,5.0,This is my own house recently construced 90 percent work finished balance work will finish with in one month to 2 months all permission is there bore water is there borw water is sweet water power connection is there all permission is there,"['Lifestyle3.9 out of 5', 'Safety4.1 out of 5', 'Environment4.3 out of 5', 'Connectivity4.1 out of 5']",,2700.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,17.2739,78.5487
4 Bedroom House for sale in Medipally,house,independent,medipally,1.85,5000.0,3700.0,Plot area 150(13.94 sq.m.)Built Up area: 3700 sq.ft. (343.74 sq.m.),4.0,5.0,2,"Plot No 5 And 6, Medipally, Hyderabad, Hyderabad",2.0,East,Under Construction,49.0,"This is property looking good but it is a feature of our house that i just love having.We have a fairly g+2 bungalow, 3700 sq ft but i have a great kitchenwith lots of counter space. That already is a plus.Our house was beautifully builtthe gentleman who built all the homes in the neighborhood in the 2022s had a reputation for quality builds. Lath and plaster walls, great timbers for our subfloor, takewood doors, , wall dividers, pocket doors in the living room. Really nice craftsman touches.","['Lifestyle4 out of 5', 'Safety4.3 out of 5', 'Environment4 out of 5', 'Connectivity4.2 out of 5']",,3700.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,925.0,17.4078,78.6023
1 Bedroom House for sale in Kismathpur,house,independent,kismathpur,0.42,7082.630691399662,593.0,Plot area 600(55.74 sq.m.),1.0,1.0,0,"Kismathpur, Hyderabad, Hyderabad",0.0,West,Old Property,19.0,65 yards old construction with registered documents with beautiful society,"['Lifestyle3.9 out of 5', 'Safety4 out of 5', 'Environment4 out of 5', 'Connectivity3.7 out of 5']",,600.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,17.338,78.3826
3 Bedroom House for sale in Patancheru,house,independent,patancheru,1.35,7714.285714285715,1750.0,Plot area 1750(162.58 sq.m.),3.0,3.0,2,"Patancheru, Hyderabad, Hyderabad",2.0,,Under Construction,48.0,"I have a house/villa available for sale in patancheru mandal, hyderabad. Available at price of rs 1.35 crores. It has plot area of 1750 sq ft. It has 3 bhk, 3 bathroom, 2 balcony.It is a freehold property","['Lifestyle4.1 out of 5', 'Safety4.1 out of 5', 'Environment4.1 out of 5', 'Connectivity4.3 out of 5']",,1750.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.3333333333334,17.5287,78.2667
5 Bedroom House for sale in Trimulgherry,house,independent,trimulgherry,4.0,11111.111111111111,3600.0,Carpet area: 3000 (278.71 sq.m.),5.0,5.0,1,"10., Trimulgherry, Secunderabad, Hyderabad",2.0,East,Undefined,,5bhk residential house for resale in trimulgherry 10.,"['Lifestyle4.2 out of 5', 'Safety4.3 out of 5', 'Environment4.1 out of 5', 'Connectivity4.1 out of 5']",,,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,720.0,17.4777,78.5107
